SAMPLE_NAME	JC2084_S48_R1_001
GSP2_144_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_144_UNIQUE_MEAN_FRAGMENT_LENGTH	86.57
GSP2_144_UNIQUE_MEDIAN_FRAGMENT_LENGTH	73.0
GSP2_145_UNIQUE_FRAGMENT_PVAL	0.000313809339521
GSP2_145_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_145_UNIQUE_MEAN_FRAGMENT_LENGTH	74.29
GSP2_145_UNIQUE_MEDIAN_FRAGMENT_LENGTH	62.0
GSP2_146_UNIQUE_FRAGMENT_PVAL	0.00988654369708
GSP2_146_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_146_UNIQUE_MEAN_FRAGMENT_LENGTH	103.39
GSP2_146_UNIQUE_MEDIAN_FRAGMENT_LENGTH	84.0
GSP2_147_UNIQUE_FRAGMENT_PVAL	1.4978201243
GSP2_147_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_147_UNIQUE_MEAN_FRAGMENT_LENGTH	90.97
GSP2_147_UNIQUE_MEDIAN_FRAGMENT_LENGTH	76.0
GSP2_148_UNIQUE_FRAGMENT_PVAL	1.46689362131
GSP2_148_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_148_UNIQUE_MEAN_FRAGMENT_LENGTH	100.16
GSP2_148_UNIQUE_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_149_UNIQUE_FRAGMENT_PVAL	0.928462519297
GSP2_149_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_149_UNIQUE_MEAN_FRAGMENT_LENGTH	96.75
GSP2_149_UNIQUE_MEDIAN_FRAGMENT_LENGTH	72.5
GSP2_150_UNIQUE_FRAGMENT_PVAL	0.519140641434
GSP2_150_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_150_UNIQUE_MEAN_FRAGMENT_LENGTH	97.62
GSP2_150_UNIQUE_MEDIAN_FRAGMENT_LENGTH	76.5
GSP2_151_UNIQUE_FRAGMENT_PVAL	1.20021908357
GSP2_151_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_151_UNIQUE_MEAN_FRAGMENT_LENGTH	90.8
GSP2_151_UNIQUE_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_152_UNIQUE_FRAGMENT_PVAL	0.00835662923294
GSP2_152_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_152_UNIQUE_MEAN_FRAGMENT_LENGTH	98.13
GSP2_152_UNIQUE_MEDIAN_FRAGMENT_LENGTH	92.0
GSP2_153_UNIQUE_FRAGMENT_PVAL	3.63205391202e-05
GSP2_153_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_153_UNIQUE_MEAN_FRAGMENT_LENGTH	74.35
GSP2_153_UNIQUE_MEDIAN_FRAGMENT_LENGTH	63.0
GSP2_154_UNIQUE_FRAGMENT_PVAL	1.26308690361
GSP2_154_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_154_UNIQUE_MEAN_FRAGMENT_LENGTH	87.92
GSP2_154_UNIQUE_MEDIAN_FRAGMENT_LENGTH	75.0
GSP2_155_UNIQUE_FRAGMENT_PVAL	0.00616380418241
GSP2_155_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_155_UNIQUE_MEAN_FRAGMENT_LENGTH	100.9
GSP2_155_UNIQUE_MEDIAN_FRAGMENT_LENGTH	87.5
GSP2_156_UNIQUE_FRAGMENT_PVAL	0.0347990915361
GSP2_156_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_156_UNIQUE_MEAN_FRAGMENT_LENGTH	83.5
GSP2_156_UNIQUE_MEDIAN_FRAGMENT_LENGTH	68.0
GSP2_157_UNIQUE_FRAGMENT_PVAL	0.0387338211199
GSP2_157_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_157_UNIQUE_MEAN_FRAGMENT_LENGTH	96.85
GSP2_157_UNIQUE_MEDIAN_FRAGMENT_LENGTH	84.0
GSP2_158_UNIQUE_FRAGMENT_PVAL	0.00864949152073
GSP2_158_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_158_UNIQUE_MEAN_FRAGMENT_LENGTH	78.2
GSP2_158_UNIQUE_MEDIAN_FRAGMENT_LENGTH	70.0
GSP2_159_UNIQUE_FRAGMENT_PVAL	4.8960913859e-06
GSP2_159_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_159_UNIQUE_MEAN_FRAGMENT_LENGTH	82.63
GSP2_159_UNIQUE_MEDIAN_FRAGMENT_LENGTH	66.0
GSP2_160_UNIQUE_FRAGMENT_PVAL	1.93420645668
GSP2_160_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_160_UNIQUE_MEAN_FRAGMENT_LENGTH	89.42
GSP2_160_UNIQUE_MEDIAN_FRAGMENT_LENGTH	77.0
GSP2_161_UNIQUE_FRAGMENT_PVAL	1.70888754545
GSP2_161_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_161_UNIQUE_MEAN_FRAGMENT_LENGTH	85.68
GSP2_161_UNIQUE_MEDIAN_FRAGMENT_LENGTH	79.0
GSP2_162_UNIQUE_FRAGMENT_PVAL	1.38671842784
GSP2_162_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_162_UNIQUE_MEAN_FRAGMENT_LENGTH	87.89
GSP2_162_UNIQUE_MEDIAN_FRAGMENT_LENGTH	85.0
GSP2_163_UNIQUE_FRAGMENT_PVAL	8.52068628865e-05
GSP2_163_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_163_UNIQUE_MEAN_FRAGMENT_LENGTH	103.25
GSP2_163_UNIQUE_MEDIAN_FRAGMENT_LENGTH	92.0
GSP2_164_UNIQUE_FRAGMENT_PVAL	1.26314927733
GSP2_164_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_164_UNIQUE_MEAN_FRAGMENT_LENGTH	95.56
GSP2_164_UNIQUE_MEDIAN_FRAGMENT_LENGTH	81.0
GSP2_165_UNIQUE_FRAGMENT_PVAL	0.298942963618
GSP2_165_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_165_UNIQUE_MEAN_FRAGMENT_LENGTH	93.65
GSP2_165_UNIQUE_MEDIAN_FRAGMENT_LENGTH	81.0
GSP2_166_UNIQUE_FRAGMENT_PVAL	0.531500145178
GSP2_166_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_166_UNIQUE_MEAN_FRAGMENT_LENGTH	98.11
GSP2_166_UNIQUE_MEDIAN_FRAGMENT_LENGTH	78.5
GSP2_167_UNIQUE_FRAGMENT_PVAL	0.460803185022
GSP2_167_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_167_UNIQUE_MEAN_FRAGMENT_LENGTH	89.29
GSP2_167_UNIQUE_MEDIAN_FRAGMENT_LENGTH	73.0
GSP2_168_UNIQUE_FRAGMENT_PVAL	0.0146377868925
GSP2_168_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_168_UNIQUE_MEAN_FRAGMENT_LENGTH	80.91
GSP2_168_UNIQUE_MEDIAN_FRAGMENT_LENGTH	66.0
GSP2_169_UNIQUE_FRAGMENT_PVAL	0.0958473097231
GSP2_169_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_169_UNIQUE_MEAN_FRAGMENT_LENGTH	93.23
GSP2_169_UNIQUE_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_170_UNIQUE_FRAGMENT_PVAL	0.450208418195
GSP2_170_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_170_UNIQUE_MEAN_FRAGMENT_LENGTH	89.34
GSP2_170_UNIQUE_MEDIAN_FRAGMENT_LENGTH	68.0
GSP2_171_UNIQUE_FRAGMENT_PVAL	1.8244292682
GSP2_171_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_171_UNIQUE_MEAN_FRAGMENT_LENGTH	93.33
GSP2_171_UNIQUE_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_172_UNIQUE_FRAGMENT_PVAL	1.52681034671e-05
GSP2_172_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_172_UNIQUE_MEAN_FRAGMENT_LENGTH	81.14
GSP2_172_UNIQUE_MEDIAN_FRAGMENT_LENGTH	58.0
GSP2_173_UNIQUE_FRAGMENT_PVAL	0.0321621213416
GSP2_173_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_173_UNIQUE_MEAN_FRAGMENT_LENGTH	80.18
GSP2_173_UNIQUE_MEDIAN_FRAGMENT_LENGTH	66.0
GSP2_174_UNIQUE_FRAGMENT_PVAL	0.0103301764229
GSP2_174_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_174_UNIQUE_MEAN_FRAGMENT_LENGTH	85.22
GSP2_174_UNIQUE_MEDIAN_FRAGMENT_LENGTH	61.0
GSP2_175_UNIQUE_FRAGMENT_PVAL	0.0159726371587
GSP2_175_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_175_UNIQUE_MEAN_FRAGMENT_LENGTH	104.01
GSP2_175_UNIQUE_MEDIAN_FRAGMENT_LENGTH	86.0
GSP2_176_UNIQUE_FRAGMENT_PVAL	1.81607313426
GSP2_176_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_176_UNIQUE_MEAN_FRAGMENT_LENGTH	87.91
GSP2_176_UNIQUE_MEDIAN_FRAGMENT_LENGTH	79.0
GSP2_177_UNIQUE_FRAGMENT_PVAL	1.11068278922e-06
GSP2_177_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_177_UNIQUE_MEAN_FRAGMENT_LENGTH	74.77
GSP2_177_UNIQUE_MEDIAN_FRAGMENT_LENGTH	63.0
GSP2_178_UNIQUE_FRAGMENT_PVAL	0.830936384103
GSP2_178_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_178_UNIQUE_MEAN_FRAGMENT_LENGTH	85.41
GSP2_178_UNIQUE_MEDIAN_FRAGMENT_LENGTH	73.0
GSP2_179_UNIQUE_FRAGMENT_PVAL	1.13547937419
GSP2_179_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_179_UNIQUE_MEAN_FRAGMENT_LENGTH	98.22
GSP2_179_UNIQUE_MEDIAN_FRAGMENT_LENGTH	81.0
GSP2_180_UNIQUE_FRAGMENT_PVAL	1.69393026937
GSP2_180_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_180_UNIQUE_MEAN_FRAGMENT_LENGTH	91.1
GSP2_180_UNIQUE_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_181_UNIQUE_FRAGMENT_PVAL	0.115517701635
GSP2_181_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_181_UNIQUE_MEAN_FRAGMENT_LENGTH	84.09
GSP2_181_UNIQUE_MEDIAN_FRAGMENT_LENGTH	66.0
GSP2_182_UNIQUE_FRAGMENT_PVAL	6.48585102311e-09
GSP2_182_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_182_UNIQUE_MEAN_FRAGMENT_LENGTH	64.59
GSP2_182_UNIQUE_MEDIAN_FRAGMENT_LENGTH	55.0
GSP2_183_UNIQUE_FRAGMENT_PVAL	0.00186719556496
GSP2_183_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_183_UNIQUE_MEAN_FRAGMENT_LENGTH	75.53
GSP2_183_UNIQUE_MEDIAN_FRAGMENT_LENGTH	71.0
GSP2_184_UNIQUE_FRAGMENT_PVAL	0.104445241314
GSP2_184_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_184_UNIQUE_MEAN_FRAGMENT_LENGTH	100.27
GSP2_184_UNIQUE_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_185_UNIQUE_FRAGMENT_PVAL	0.00198107660528
GSP2_185_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_185_UNIQUE_MEAN_FRAGMENT_LENGTH	72.0
GSP2_185_UNIQUE_MEDIAN_FRAGMENT_LENGTH	61.0
GSP2_186_UNIQUE_FRAGMENT_PVAL	NA
GSP2_186_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	NA
GSP2_186_UNIQUE_MEAN_FRAGMENT_LENGTH	73.5
GSP2_186_UNIQUE_MEDIAN_FRAGMENT_LENGTH	72.5
GSP2_187_UNIQUE_FRAGMENT_PVAL	0.229036404092
GSP2_187_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_187_UNIQUE_MEAN_FRAGMENT_LENGTH	95.57
GSP2_187_UNIQUE_MEDIAN_FRAGMENT_LENGTH	83.0
GSP2_188_UNIQUE_FRAGMENT_PVAL	1.30651405957
GSP2_188_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_188_UNIQUE_MEAN_FRAGMENT_LENGTH	88.48
GSP2_188_UNIQUE_MEDIAN_FRAGMENT_LENGTH	76.0
GSP2_189_UNIQUE_FRAGMENT_PVAL	0.1704345948
GSP2_189_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_189_UNIQUE_MEAN_FRAGMENT_LENGTH	93.9
GSP2_189_UNIQUE_MEDIAN_FRAGMENT_LENGTH	81.5
GSP2_190_UNIQUE_FRAGMENT_PVAL	0.519838925352
GSP2_190_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_190_UNIQUE_MEAN_FRAGMENT_LENGTH	86.55
GSP2_190_UNIQUE_MEDIAN_FRAGMENT_LENGTH	76.0
GSP2_191_UNIQUE_FRAGMENT_PVAL	0.515501861457
GSP2_191_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_191_UNIQUE_MEAN_FRAGMENT_LENGTH	89.43
GSP2_191_UNIQUE_MEDIAN_FRAGMENT_LENGTH	85.0
GSP2_192_UNIQUE_FRAGMENT_PVAL	0.888098932361
GSP2_192_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_192_UNIQUE_MEAN_FRAGMENT_LENGTH	88.07
GSP2_192_UNIQUE_MEDIAN_FRAGMENT_LENGTH	75.0
GSP2_193_UNIQUE_FRAGMENT_PVAL	0.0301488150868
GSP2_193_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_193_UNIQUE_MEAN_FRAGMENT_LENGTH	93.63
GSP2_193_UNIQUE_MEDIAN_FRAGMENT_LENGTH	86.0
GSP2_194_UNIQUE_FRAGMENT_PVAL	0.0586575807267
GSP2_194_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_194_UNIQUE_MEAN_FRAGMENT_LENGTH	100.0
GSP2_194_UNIQUE_MEDIAN_FRAGMENT_LENGTH	84.5
GSP2_195_UNIQUE_FRAGMENT_PVAL	1.20948071545
GSP2_195_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_195_UNIQUE_MEAN_FRAGMENT_LENGTH	90.37
GSP2_195_UNIQUE_MEDIAN_FRAGMENT_LENGTH	79.0
GSP2_196_UNIQUE_FRAGMENT_PVAL	0.969710076647
GSP2_196_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_196_UNIQUE_MEAN_FRAGMENT_LENGTH	85.79
GSP2_196_UNIQUE_MEDIAN_FRAGMENT_LENGTH	73.0
GSP2_197_UNIQUE_FRAGMENT_PVAL	1.29297906201
GSP2_197_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_197_UNIQUE_MEAN_FRAGMENT_LENGTH	87.66
GSP2_197_UNIQUE_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_198_UNIQUE_FRAGMENT_PVAL	1.07372664093
GSP2_198_UNIQUE_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_198_UNIQUE_MEAN_FRAGMENT_LENGTH	90.83
GSP2_198_UNIQUE_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_1_RAW_FRAGMENT_PVAL	7.23116402123e-69
GSP2_1_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_1_RAW_MEAN_FRAGMENT_LENGTH	72.3
GSP2_1_RAW_MEDIAN_FRAGMENT_LENGTH	65.0
GSP2_2_RAW_FRAGMENT_PVAL	2.38475364133e-13
GSP2_2_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_2_RAW_MEAN_FRAGMENT_LENGTH	79.65
GSP2_2_RAW_MEDIAN_FRAGMENT_LENGTH	70.0
GSP2_3_RAW_FRAGMENT_PVAL	1.37598758619e-20
GSP2_3_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_3_RAW_MEAN_FRAGMENT_LENGTH	93.43
GSP2_3_RAW_MEDIAN_FRAGMENT_LENGTH	83.0
GSP2_4_RAW_FRAGMENT_PVAL	6.31304964069e-88
GSP2_4_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_4_RAW_MEAN_FRAGMENT_LENGTH	75.35
GSP2_4_RAW_MEDIAN_FRAGMENT_LENGTH	64.0
GSP2_5_RAW_FRAGMENT_PVAL	0.50311997795
GSP2_5_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_5_RAW_MEAN_FRAGMENT_LENGTH	86.75
GSP2_5_RAW_MEDIAN_FRAGMENT_LENGTH	76.0
GSP2_6_RAW_FRAGMENT_PVAL	2.80365868848e-212
GSP2_6_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_6_RAW_MEAN_FRAGMENT_LENGTH	71.97
GSP2_6_RAW_MEDIAN_FRAGMENT_LENGTH	61.0
GSP2_7_RAW_FRAGMENT_PVAL	0.0079809505989
GSP2_7_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_7_RAW_MEAN_FRAGMENT_LENGTH	88.59
GSP2_7_RAW_MEDIAN_FRAGMENT_LENGTH	79.0
GSP2_8_RAW_FRAGMENT_PVAL	2.34227657478e-13
GSP2_8_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_8_RAW_MEAN_FRAGMENT_LENGTH	87.2
GSP2_8_RAW_MEDIAN_FRAGMENT_LENGTH	77.0
GSP2_9_RAW_FRAGMENT_PVAL	0.335115220273
GSP2_9_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_9_RAW_MEAN_FRAGMENT_LENGTH	99.54
GSP2_9_RAW_MEDIAN_FRAGMENT_LENGTH	70.0
GSP2_10_RAW_FRAGMENT_PVAL	6.29552534233e-85
GSP2_10_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_10_RAW_MEAN_FRAGMENT_LENGTH	71.26
GSP2_10_RAW_MEDIAN_FRAGMENT_LENGTH	63.0
GSP2_11_RAW_FRAGMENT_PVAL	7.12649167973e-11
GSP2_11_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_11_RAW_MEAN_FRAGMENT_LENGTH	86.49
GSP2_11_RAW_MEDIAN_FRAGMENT_LENGTH	72.0
GSP2_12_RAW_FRAGMENT_PVAL	1.67401489581
GSP2_12_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_12_RAW_MEAN_FRAGMENT_LENGTH	86.19
GSP2_12_RAW_MEDIAN_FRAGMENT_LENGTH	75.0
GSP2_13_RAW_FRAGMENT_PVAL	3.89453934439e-05
GSP2_13_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_13_RAW_MEAN_FRAGMENT_LENGTH	81.65
GSP2_13_RAW_MEDIAN_FRAGMENT_LENGTH	71.0
GSP2_14_RAW_FRAGMENT_PVAL	1.2795240903
GSP2_14_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_14_RAW_MEAN_FRAGMENT_LENGTH	89.29
GSP2_14_RAW_MEDIAN_FRAGMENT_LENGTH	69.0
GSP2_15_RAW_FRAGMENT_PVAL	7.7598723492e-36
GSP2_15_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_15_RAW_MEAN_FRAGMENT_LENGTH	75.72
GSP2_15_RAW_MEDIAN_FRAGMENT_LENGTH	67.0
GSP2_16_RAW_FRAGMENT_PVAL	2.97360019427e-89
GSP2_16_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_16_RAW_MEAN_FRAGMENT_LENGTH	73.49
GSP2_16_RAW_MEDIAN_FRAGMENT_LENGTH	67.0
GSP2_17_RAW_FRAGMENT_PVAL	4.92158625947e-69
GSP2_17_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_17_RAW_MEAN_FRAGMENT_LENGTH	96.02
GSP2_17_RAW_MEDIAN_FRAGMENT_LENGTH	78.0
GSP2_18_RAW_FRAGMENT_PVAL	0.000226884255571
GSP2_18_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_18_RAW_MEAN_FRAGMENT_LENGTH	86.43
GSP2_18_RAW_MEDIAN_FRAGMENT_LENGTH	73.0
GSP2_19_RAW_FRAGMENT_PVAL	2.79776513795e-50
GSP2_19_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_19_RAW_MEAN_FRAGMENT_LENGTH	95.95
GSP2_19_RAW_MEDIAN_FRAGMENT_LENGTH	87.0
GSP2_20_RAW_FRAGMENT_PVAL	1.00451511355e-20
GSP2_20_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_20_RAW_MEAN_FRAGMENT_LENGTH	84.11
GSP2_20_RAW_MEDIAN_FRAGMENT_LENGTH	72.0
GSP2_21_RAW_FRAGMENT_PVAL	3.99002140153e-09
GSP2_21_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_21_RAW_MEAN_FRAGMENT_LENGTH	78.25
GSP2_21_RAW_MEDIAN_FRAGMENT_LENGTH	78.0
GSP2_22_RAW_FRAGMENT_PVAL	1.55524727326
GSP2_22_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_22_RAW_MEAN_FRAGMENT_LENGTH	88.6
GSP2_22_RAW_MEDIAN_FRAGMENT_LENGTH	79.0
GSP2_23_RAW_FRAGMENT_PVAL	1.08319492562e-23
GSP2_23_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_23_RAW_MEAN_FRAGMENT_LENGTH	100.56
GSP2_23_RAW_MEDIAN_FRAGMENT_LENGTH	94.0
GSP2_24_RAW_FRAGMENT_PVAL	1.33988734677
GSP2_24_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_24_RAW_MEAN_FRAGMENT_LENGTH	85.06
GSP2_24_RAW_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_25_RAW_FRAGMENT_PVAL	1.89441128336e-05
GSP2_25_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_25_RAW_MEAN_FRAGMENT_LENGTH	79.46
GSP2_25_RAW_MEDIAN_FRAGMENT_LENGTH	74.0
GSP2_26_RAW_FRAGMENT_PVAL	0.616498452022
GSP2_26_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_26_RAW_MEAN_FRAGMENT_LENGTH	87.01
GSP2_26_RAW_MEDIAN_FRAGMENT_LENGTH	81.0
GSP2_27_RAW_FRAGMENT_PVAL	4.95506979688e-33
GSP2_27_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_27_RAW_MEAN_FRAGMENT_LENGTH	96.13
GSP2_27_RAW_MEDIAN_FRAGMENT_LENGTH	86.0
GSP2_28_RAW_FRAGMENT_PVAL	1.14883156486e-08
GSP2_28_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_28_RAW_MEAN_FRAGMENT_LENGTH	93.18
GSP2_28_RAW_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_29_RAW_FRAGMENT_PVAL	3.10598688614e-25
GSP2_29_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_29_RAW_MEAN_FRAGMENT_LENGTH	82.16
GSP2_29_RAW_MEDIAN_FRAGMENT_LENGTH	66.0
GSP2_30_RAW_FRAGMENT_PVAL	4.00260030686e-60
GSP2_30_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_30_RAW_MEAN_FRAGMENT_LENGTH	92.34
GSP2_30_RAW_MEDIAN_FRAGMENT_LENGTH	95.0
GSP2_31_RAW_FRAGMENT_PVAL	1.46858893956e-56
GSP2_31_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_31_RAW_MEAN_FRAGMENT_LENGTH	98.02
GSP2_31_RAW_MEDIAN_FRAGMENT_LENGTH	97.0
GSP2_32_RAW_FRAGMENT_PVAL	3.49617422467e-37
GSP2_32_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_32_RAW_MEAN_FRAGMENT_LENGTH	89.95
GSP2_32_RAW_MEDIAN_FRAGMENT_LENGTH	85.0
GSP2_33_RAW_FRAGMENT_PVAL	0.000440704582664
GSP2_33_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_33_RAW_MEAN_FRAGMENT_LENGTH	79.67
GSP2_33_RAW_MEDIAN_FRAGMENT_LENGTH	79.0
GSP2_34_RAW_FRAGMENT_PVAL	9.35826877042e-89
GSP2_34_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_34_RAW_MEAN_FRAGMENT_LENGTH	74.72
GSP2_34_RAW_MEDIAN_FRAGMENT_LENGTH	66.0
GSP2_35_RAW_FRAGMENT_PVAL	0.0280962836995
GSP2_35_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_35_RAW_MEAN_FRAGMENT_LENGTH	86.44
GSP2_35_RAW_MEDIAN_FRAGMENT_LENGTH	74.0
